name1,relationship,name2
garrett,has_nickname,jerry
garrett,has_nickname,rhett
garrick,has_nickname,garri
genevieve,has_nickname,eve
genevieve,has_nickname,jean
genevieve,has_nickname,jenny
geoffrey,has_nickname,geoff
geoffrey,has_nickname,jeff
george,has_nickname,georgie
georgiana,has_nickname,georgia
georgine,has_nickname,george
gerald,has_nickname,gerry
gerald,has_nickname,jerry
geraldine,has_nickname,dina
geraldine,has_nickname,gerri
geraldine,has_nickname,gerrie
geraldine,has_nickname,gerry
geraldine,has_nickname,jerry
gerhardt,has_nickname,gay
gertie,has_nickname,gert
gertie,has_nickname,gertrude
gertrude,has_nickname,gert
gertrude,has_nickname,gertie
gertrude,has_nickname,trudy
gilbert,has_nickname,bert
gilbert,has_nickname,gil
gilbert,has_nickname,wilber
giovanni,has_nickname,gio
glenn,has_nickname,glen
gloria,has_nickname,glory
governor,has_nickname,govie
greenberry,has_nickname,berry
greenberry,has_nickname,green
greggory,has_nickname,gregg
gregory,has_nickname,gory
gregory,has_nickname,greg
gretchen,has_nickname,margaret
griselda,has_nickname,grissel
gum,has_nickname,monty
gus,has_nickname,gussie
gustavus,has_nickname,gus
gustavus,has_nickname,gussie
gwen,has_nickname,wendy
gwendolyn,has_nickname,gwen
gwendolyn,has_nickname,wendy
hailey,has_nickname,haylee
hailey,has_nickname,hayley
hamilton,has_nickname,ham
hannah,has_nickname,anna
hannah,has_nickname,nan
hannah,has_nickname,nanny
harold,has_nickname,hal
harold,has_nickname,hap
harold,has_nickname,haps
harold,has_nickname,harry
harriet,has_nickname,hattie
harrison,has_nickname,hap
harrison,has_nickname,haps
harrison,has_nickname,harry
harry,has_nickname,hap
harry,has_nickname,haps
harry,has_nickname,harold
harry,has_nickname,henry
haseltine,has_nickname,hassie
haylee,has_nickname,hailey
haylee,has_nickname,hayley
hayley,has_nickname,hailey
hayley,has_nickname,haylee
heather,has_nickname,hetty
helen,has_nickname,ella
helen,has_nickname,ellen
helen,has_nickname,ellie
helen,has_nickname,lena
helena,has_nickname,aileen
helena,has_nickname,eileen
helena,has_nickname,elaine
helena,has_nickname,eleanor
helena,has_nickname,ellen
helena,has_nickname,lena
helena,has_nickname,nell
helena,has_nickname,nellie
helene,has_nickname,ella
helene,has_nickname,ellen
helene,has_nickname,ellie
helene,has_nickname,lena
heloise,has_nickname,eloise
heloise,has_nickname,elouise
heloise,has_nickname,lois
henrietta,has_nickname,etta
henrietta,has_nickname,etty
henrietta,has_nickname,hank
henrietta,has_nickname,henny
henrietta,has_nickname,nettie
henrietta,has_nickname,retta
henry,has_nickname,hal
henry,has_nickname,hank
henry,has_nickname,hap
henry,has_nickname,haps
henry,has_nickname,harry
hephsibah,has_nickname,hipsie
hepsibah,has_nickname,hipsie
herbert,has_nickname,bert
herbert,has_nickname,herb
herman,has_nickname,dutch
herman,has_nickname,harman
hermione,has_nickname,hermie
hester,has_nickname,esther
hester,has_nickname,hessy
hester,has_nickname,hetty
hezekiah,has_nickname,hez
hezekiah,has_nickname,hy
hezekiah,has_nickname,kiah
hillary,has_nickname,hilary
hipsbibah,has_nickname,hipsie
hiram,has_nickname,hy
honora,has_nickname,honey
honora,has_nickname,nora
honora,has_nickname,norah
honora,has_nickname,norry
hopkins,has_nickname,hop
hopkins,has_nickname,hopp
horace,has_nickname,horry
hortense,has_nickname,harty
hortense,has_nickname,tensey
hosea,has_nickname,hosey
hosea,has_nickname,hosie
howard,has_nickname,hal
howard,has_nickname,howie
hubert,has_nickname,bert
hubert,has_nickname,hub
hubert,has_nickname,hugh
ian,has_nickname,john
ignatius,has_nickname,iggy
ignatius,has_nickname,nace
ignatius,has_nickname,nate
ignatius,has_nickname,natius
ignatzio,has_nickname,iggy
ignatzio,has_nickname,nace
ignatzio,has_nickname,naz
immanuel,has_nickname,emmanuel
immanuel,has_nickname,manuel
india,has_nickname,indie
india,has_nickname,indy
inez,has_nickname,agnes
iona,has_nickname,onnie
irene,has_nickname,rena
irvin,has_nickname,irving
irving,has_nickname,irv
irwin,has_nickname,erwin
isaac,has_nickname,ike
isaac,has_nickname,zeke
isabel,has_nickname,bell
isabel,has_nickname,bella
isabel,has_nickname,belle
isabel,has_nickname,ib
isabel,has_nickname,issy
isabel,has_nickname,nib
isabel,has_nickname,nibby
isabel,has_nickname,tibbie
isabella,has_nickname,bella
isabella,has_nickname,belle
isabella,has_nickname,ib
isabella,has_nickname,issy
isabella,has_nickname,nib
isabella,has_nickname,nibby
isabella,has_nickname,tibbie
isabelle,has_nickname,bella
isabelle,has_nickname,belle
isabelle,has_nickname,ib
isabelle,has_nickname,issy
isabelle,has_nickname,nib
isabelle,has_nickname,nibby
isabelle,has_nickname,tibbie
isadora,has_nickname,dora
isadora,has_nickname,issy
isadore,has_nickname,izzy
isaiah,has_nickname,zadie
isaiah,has_nickname,zay
isidore,has_nickname,izzy
iva,has_nickname,ivy
ivan,has_nickname,john
jackson,has_nickname,jack
jacob,has_nickname,jaap
jacob,has_nickname,jake
jacob,has_nickname,jay
jacobus,has_nickname,jacob
jacqueline,has_nickname,jack
jacqueline,has_nickname,jackie
jacqueline,has_nickname,jacqui
jahoda,has_nickname,hoda
jahoda,has_nickname,hodie
jahoda,has_nickname,hody
jakob,has_nickname,jake
jalen,has_nickname,al
jalen,has_nickname,alen
jalen,has_nickname,haylen
jalen,has_nickname,jaelin
jalen,has_nickname,jaelyn
jalen,has_nickname,jailyn
jalen,has_nickname,jay
jalen,has_nickname,jaye
jalen,has_nickname,jaylin
jalen,has_nickname,jaylyn
jalen,has_nickname,len
jalen,has_nickname,lennie
jalen,has_nickname,lenny
james,has_nickname,jamie
james,has_nickname,jem
james,has_nickname,jim
james,has_nickname,jimmie
james,has_nickname,jimmy
jamey,has_nickname,james
jamey,has_nickname,jamie
jamie,has_nickname,james
jane,has_nickname,janie
jane,has_nickname,jean
jane,has_nickname,jennie
jane,has_nickname,jessie
janet,has_nickname,jan
janet,has_nickname,jessie
janice,has_nickname,jan
jannett,has_nickname,nettie
jasper,has_nickname,casper
jasper,has_nickname,jap
jayme,has_nickname,jay
jean,has_nickname,jane
jean,has_nickname,jeannie
jeanette,has_nickname,janet
jeanette,has_nickname,jean
jeanette,has_nickname,jessie
jeanette,has_nickname,nettie
jeanne,has_nickname,jane
jeanne,has_nickname,jeannie
jebadiah,has_nickname,jeb
jedediah,has_nickname,diah
jedediah,has_nickname,dyer
jedediah,has_nickname,jed
jedidiah,has_nickname,diah
jedidiah,has_nickname,dyer
jedidiah,has_nickname,jed
jefferey,has_nickname,jeff
jefferson,has_nickname,jeff
jefferson,has_nickname,sonny
jeffery,has_nickname,jeff
jeffrey,has_nickname,geoff
jeffrey,has_nickname,jeff
jehiel,has_nickname,hiel
jehu,has_nickname,gee
jehu,has_nickname,hugh
jemima,has_nickname,mima
jennet,has_nickname,jenn
jennet,has_nickname,jenny
jennet,has_nickname,jessie
jennifer,has_nickname,jen
jennifer,has_nickname,jenn
jennifer,has_nickname,jenni
jennifer,has_nickname,jennie
jennifer,has_nickname,jenny
jeremiah,has_nickname,jereme
jeremiah,has_nickname,jerry
jeremy,has_nickname,jez
jeremy,has_nickname,jezza
jerita,has_nickname,rita
jerry,has_nickname,geraldine
jerry,has_nickname,geri
jerry,has_nickname,gerry
jerry,has_nickname,jereme
jessica,has_nickname,jess
jessica,has_nickname,jessie
jessie,has_nickname,jane
jessie,has_nickname,janet
jessie,has_nickname,jess
jillian,has_nickname,jill
jim,has_nickname,jimmie
jincy,has_nickname,jane
jinsy,has_nickname,jane
joan,has_nickname,jo
joan,has_nickname,nonie
joann,has_nickname,jo
joanna,has_nickname,hannah
joanna,has_nickname,jo
joanna,has_nickname,joan
joanna,has_nickname,jodi
joanna,has_nickname,jody
joanne,has_nickname,jo
jody,has_nickname,jo
joe,has_nickname,joey
johann,has_nickname,john
johanna,has_nickname,jo
johannah,has_nickname,hannah
johannah,has_nickname,jo
johannah,has_nickname,joan
johannah,has_nickname,jody
johannah,has_nickname,nonie
johannes,has_nickname,john
johannes,has_nickname,johnny
johannes,has_nickname,jonathan
john,has_nickname,ian
john,has_nickname,jack
john,has_nickname,jock
john,has_nickname,johnny
john,has_nickname,jon
john,has_nickname,jonnie
john,has_nickname,jonny
johnathan,has_nickname,john
johnathan,has_nickname,johnathon
johnathan,has_nickname,johny
johnathan,has_nickname,jon
johnathan,has_nickname,jonathan
johnathan,has_nickname,jonathon
johnathan,has_nickname,jonnie
johnathan,has_nickname,jonny
johnathan,has_nickname,nathan
johnathon,has_nickname,john
johnathon,has_nickname,johnathan
johnathon,has_nickname,johny
johnathon,has_nickname,jon
johnathon,has_nickname,jonathan
johnathon,has_nickname,jonathon
johnathon,has_nickname,jonnie
johnathon,has_nickname,jonny
jon,has_nickname,john
jon,has_nickname,johnny
jon,has_nickname,jonnie
jon,has_nickname,jonny
jonathan,has_nickname,john
jonathan,has_nickname,johnathan
jonathan,has_nickname,johnathon
jonathan,has_nickname,johny
jonathan,has_nickname,jon
jonathan,has_nickname,jonathon
jonathan,has_nickname,jonnie
jonathan,has_nickname,jonny
jonathan,has_nickname,nathan
jonathon,has_nickname,john
jonathon,has_nickname,johnathan
jonathon,has_nickname,johnathon
jonathon,has_nickname,johny
jonathon,has_nickname,jon
jonathon,has_nickname,jonathan
jonathon,has_nickname,jonnie
jonathon,has_nickname,jonny
joseph,has_nickname,jody
joseph,has_nickname,joe
joseph,has_nickname,joey
joseph,has_nickname,jos
josephine,has_nickname,fina
josephine,has_nickname,jo
josephine,has_nickname,jody
josephine,has_nickname,joey
josephine,has_nickname,josey
josephine,has_nickname,josie
josetta,has_nickname,jettie
josey,has_nickname,josophine
joshua,has_nickname,joe
joshua,has_nickname,jos
joshua,has_nickname,josh
josiah,has_nickname,jos
josophine,has_nickname,jo
josophine,has_nickname,joey
josophine,has_nickname,josey
joyce,has_nickname,joy
juanita,has_nickname,nettie
juanita,has_nickname,nita
judah,has_nickname,jude
judah,has_nickname,juder
judith,has_nickname,juda
judith,has_nickname,jude
judith,has_nickname,judi
judith,has_nickname,judie
judith,has_nickname,judy
judson,has_nickname,jud
judson,has_nickname,sonny
judy,has_nickname,judith
julia,has_nickname,jill
julia,has_nickname,jules
julia,has_nickname,julie
julian,has_nickname,jule
julian,has_nickname,jules
julias,has_nickname,jule
julias,has_nickname,jules
julie,has_nickname,jule
julie,has_nickname,jules
julie,has_nickname,julia
june,has_nickname,junius
junior,has_nickname,jr
junior,has_nickname,june
junior,has_nickname,junie
justin,has_nickname,justina
justin,has_nickname,juston
justin,has_nickname,justus
kaitlin,has_nickname,kait
kaitlin,has_nickname,kaitie
kaitlyn,has_nickname,kait
kaitlyn,has_nickname,kaitie
kaitlynn,has_nickname,kait
kaitlynn,has_nickname,kaitie
kalli,has_nickname,cali
kalli,has_nickname,kali
kameron,has_nickname,kam
karla,has_nickname,carla
karla,has_nickname,carly
kasey,has_nickname,k.c.
katarina,has_nickname,catherine
katarina,has_nickname,tina
kate,has_nickname,kay
katelin,has_nickname,kate
katelin,has_nickname,kay
katelin,has_nickname,kaye
katelyn,has_nickname,kate
katelyn,has_nickname,kay
katelyn,has_nickname,kaye
katherine,has_nickname,cassie
katherine,has_nickname,cathy
katherine,has_nickname,kate
katherine,has_nickname,kathy
katherine,has_nickname,katy
katherine,has_nickname,kay
katherine,has_nickname,kaye
katherine,has_nickname,kit
katherine,has_nickname,kittie
katherine,has_nickname,lena
katherine,has_nickname,trina
kathleen,has_nickname,cassie
kathleen,has_nickname,cathy
kathleen,has_nickname,kathy
kathleen,has_nickname,katy
kathleen,has_nickname,kay
kathleen,has_nickname,kit
kathleen,has_nickname,kittie
kathleen,has_nickname,lena
kathleen,has_nickname,trina
kathryn,has_nickname,kate
kathryn,has_nickname,kathy
kathryn,has_nickname,katie
katia,has_nickname,kate
katia,has_nickname,katie
katy,has_nickname,kate
katy,has_nickname,kathy
katy,has_nickname,katie
kayla,has_nickname,kay
kelley,has_nickname,kelli
kelley,has_nickname,kellie
kelley,has_nickname,kelly
kendall,has_nickname,ken
kendall,has_nickname,kenny
kendra,has_nickname,kay
kendra,has_nickname,kenj
kendra,has_nickname,kenji
kendra,has_nickname,kenny
kendrick,has_nickname,ken
kendrick,has_nickname,kenny
kendrik,has_nickname,ken
kendrik,has_nickname,kenny
kenneth,has_nickname,ken
kenneth,has_nickname,kendrick
kenneth,has_nickname,kenny
kenny,has_nickname,ken
kenny,has_nickname,kenneth
kent,has_nickname,ken
kent,has_nickname,kendrick
kent,has_nickname,kenny
kerry,has_nickname,kerri
kevin,has_nickname,kev
keziah,has_nickname,kizza
keziah,has_nickname,kizzie
kimberley,has_nickname,kim
kimberley,has_nickname,kimberli
kimberley,has_nickname,kimberly
kimberly,has_nickname,kim
kimberly,has_nickname,kimberley
kimberly,has_nickname,kimberli
kingsley,has_nickname,king
kingston,has_nickname,king
kit,has_nickname,kittie
kris,has_nickname,chris
kristel,has_nickname,kris
kristen,has_nickname,chris
kristin,has_nickname,chris
kristine,has_nickname,chris
kristine,has_nickname,christy
kristine,has_nickname,crissy
kristine,has_nickname,kris
kristine,has_nickname,kristy
kristine,has_nickname,tina
kristofer,has_nickname,chris
kristofer,has_nickname,kris
kristoffer,has_nickname,chris
kristoffer,has_nickname,kris
kristopher,has_nickname,chris
kristopher,has_nickname,kris
kristy,has_nickname,chris
kymberly,has_nickname,kym
lafayette,has_nickname,fate
lafayette,has_nickname,laffie
lamont,has_nickname,monty
laodicia,has_nickname,cenia
laodicia,has_nickname,dicy
larry,has_nickname,laurence
larry,has_nickname,lawrence
latisha,has_nickname,tish
latisha,has_nickname,tisha
laurel,has_nickname,laurie
lauren,has_nickname,laurie
lauren,has_nickname,ren
laurence,has_nickname,larry
laurence,has_nickname,lon
laurence,has_nickname,lonny
laurence,has_nickname,lorne
laurence,has_nickname,lorry
laurinda,has_nickname,laura
laurinda,has_nickname,lawrence
lauryn,has_nickname,laurie
laveda,has_nickname,veda
laverne,has_nickname,verna
laverne,has_nickname,vernon
lavina,has_nickname,ina
lavina,has_nickname,vina
lavina,has_nickname,viney
lavinia,has_nickname,ina
lavinia,has_nickname,vina
lavinia,has_nickname,viney
lavonia,has_nickname,vina
lavonia,has_nickname,viney
lavonia,has_nickname,vonnie
lavonia,has_nickname,wyncha
lavonne,has_nickname,von
lawrence,has_nickname,larry
lawrence,has_nickname,lawrie
lawrence,has_nickname,lon
lawrence,has_nickname,lonny
lawrence,has_nickname,lorne
lawrence,has_nickname,lorry
leanne,has_nickname,annie
leanne,has_nickname,lea
lecurgus,has_nickname,curg
leilani,has_nickname,lani
lemuel,has_nickname,lem
lena,has_nickname,ellen
lenora,has_nickname,lee
lenora,has_nickname,nora
leo,has_nickname,leon
leonard,has_nickname,len
leonard,has_nickname,lenny
leonard,has_nickname,leo
leonard,has_nickname,leon
leonard,has_nickname,lineau
leonidas,has_nickname,lee
leonidas,has_nickname,leon
leonora,has_nickname,nell
leonora,has_nickname,nellie
leonora,has_nickname,nora
leonore,has_nickname,elenor
leonore,has_nickname,honor
leonore,has_nickname,nora
leroy,has_nickname,l.r.
leroy,has_nickname,lee
leroy,has_nickname,roy
lesley,has_nickname,les
leslie,has_nickname,les
lester,has_nickname,les
letitia,has_nickname,lettice
letitia,has_nickname,lettie
letitia,has_nickname,tish
letitia,has_nickname,titia
levi,has_nickname,lee
levicy,has_nickname,vicy
levone,has_nickname,von
lib,has_nickname,libby
lidia,has_nickname,lyddy
lil,has_nickname,lilly
lil,has_nickname,lily
lillah,has_nickname,lil
lillah,has_nickname,lilly
lillah,has_nickname,lily
lillah,has_nickname,lolly
lillian,has_nickname,lil
lillian,has_nickname,lilly
lillian,has_nickname,lolly
lilly,has_nickname,lil
lilly,has_nickname,lily
lincoln,has_nickname,link
linda,has_nickname,lindy
linda,has_nickname,lynn
lindsay,has_nickname,lindsey
lindsay,has_nickname,lindsie
lindsay,has_nickname,lindsy
lindy,has_nickname,lynn
lionel,has_nickname,leon
lisa,has_nickname,liz
littleberry,has_nickname,berry
littleberry,has_nickname,l.b.
littleberry,has_nickname,little
lizzie,has_nickname,liz
lois,has_nickname,lou
lois,has_nickname,louise
lonzo,has_nickname,lon
lorelei,has_nickname,laurie
lorelei,has_nickname,lori
lorelei,has_nickname,lorrie
lorenzo,has_nickname,loren
loretta,has_nickname,etta
loretta,has_nickname,lorie
loretta,has_nickname,lorrie
loretta,has_nickname,retta
lorraine,has_nickname,lorie
lorraine,has_nickname,lorrie
lotta,has_nickname,lottie
lou,has_nickname,louis
lou,has_nickname,lu
louis,has_nickname,lewis
louis,has_nickname,lou
louis,has_nickname,louie
louis,has_nickname,louise
louisa,has_nickname,eliza
louisa,has_nickname,lois
louisa,has_nickname,lou
louise,has_nickname,eliza
louise,has_nickname,lois
louise,has_nickname,lou
louvinia,has_nickname,vina
louvinia,has_nickname,viney
louvinia,has_nickname,vonnie
louvinia,has_nickname,wyncha
lucas,has_nickname,luke
lucia,has_nickname,lucius
lucia,has_nickname,lucy
lucias,has_nickname,luke
lucille,has_nickname,cille
lucille,has_nickname,lou
lucille,has_nickname,lu
lucille,has_nickname,lucy
lucina,has_nickname,sinah
lucinda,has_nickname,cindy
lucinda,has_nickname,lou
lucinda,has_nickname,lu
lucinda,has_nickname,lucy
lucretia,has_nickname,creasey
lucy,has_nickname,lucinda
luella,has_nickname,ella
luella,has_nickname,lu
luella,has_nickname,lula
luke,has_nickname,lucas
lunetta,has_nickname,nettie
lurana,has_nickname,lura
luther,has_nickname,luke
lydia,has_nickname,lyddy
lyndon,has_nickname,lindy
lyndon,has_nickname,lynn
mabel,has_nickname,amabel
mabel,has_nickname,mehitabel
mac,has_nickname,mc
mack,has_nickname,mac
mack,has_nickname,mc
mackenzie,has_nickname,kenzy
mackenzie,has_nickname,mac
mackenzie,has_nickname,mack
maddison,has_nickname,maddi
maddison,has_nickname,maddie
maddy,has_nickname,madeline
maddy,has_nickname,madelyn
maddy,has_nickname,madge
madeline,has_nickname,lena
madeline,has_nickname,maddi
madeline,has_nickname,maddie
madeline,has_nickname,maddy
madeline,has_nickname,madge
madeline,has_nickname,madie
madeline,has_nickname,magda
madeline,has_nickname,maggie
madeline,has_nickname,maud
madelyn,has_nickname,maddy
madelyn,has_nickname,madie
madie,has_nickname,madeline
madie,has_nickname,madelyn
madison,has_nickname,maddy
madison,has_nickname,mattie
maegen,has_nickname,meg
magdalena,has_nickname,lena
magdalena,has_nickname,maggie
magdelina,has_nickname,lena
magdelina,has_nickname,madge
magdelina,has_nickname,magda
magdelina,has_nickname,maggie
mahala,has_nickname,hallie
makayla,has_nickname,kayla
malachi,has_nickname,mally
malcolm,has_nickname,mac
malcolm,has_nickname,mal
malcolm,has_nickname,malc
malinda,has_nickname,lindy
manda,has_nickname,mandy
mandie,has_nickname,amanda
mandy,has_nickname,amanda
manerva,has_nickname,eve
manerva,has_nickname,minerva
manerva,has_nickname,nerva
manerva,has_nickname,nervie
manny,has_nickname,manuel
manoah,has_nickname,noah
manola,has_nickname,nonnie
manuel,has_nickname,emanuel
manuel,has_nickname,manny
marcus,has_nickname,marc
marcus,has_nickname,mark
margaret,has_nickname,daisy
margaret,has_nickname,gretta
margaret,has_nickname,madge
margaret,has_nickname,maggie
margaret,has_nickname,maggy
margaret,has_nickname,marge
margaret,has_nickname,margery
margaret,has_nickname,margie
margaret,has_nickname,margy
margaret,has_nickname,meg
margaret,has_nickname,midge
margaret,has_nickname,peg
margaret,has_nickname,peggy
margaret,has_nickname,rita
margaretta,has_nickname,daisy
margaretta,has_nickname,gretta
margaretta,has_nickname,madge
margaretta,has_nickname,maggie
margaretta,has_nickname,marge
margaretta,has_nickname,margery
margaretta,has_nickname,margie
margaretta,has_nickname,meg
margaretta,has_nickname,midge
margaretta,has_nickname,peg
margaretta,has_nickname,peggy
margaretta,has_nickname,rita
margarita,has_nickname,daisy
margarita,has_nickname,greta
margarita,has_nickname,madge
margarita,has_nickname,maggie
margarita,has_nickname,maisie
margarita,has_nickname,marge
margarita,has_nickname,margo
margarita,has_nickname,meg
margarita,has_nickname,megan
margarita,has_nickname,metta
margarita,has_nickname,midge
margarita,has_nickname,peggie
margarita,has_nickname,rita
marge,has_nickname,margaret
marge,has_nickname,margaretta
marge,has_nickname,margery
margie,has_nickname,marjorie
marguerite,has_nickname,peggy
mariah,has_nickname,maria
mariah,has_nickname,mary
marian,has_nickname,marianna
marian,has_nickname,marion
marie,has_nickname,mae
marie,has_nickname,mary
marietta,has_nickname,mae
marietta,has_nickname,mamie
marietta,has_nickname,maria
marietta,has_nickname,mariah
marietta,has_nickname,marie
marietta,has_nickname,marion
marietta,has_nickname,mary
marietta,has_nickname,maureen
marietta,has_nickname,may
marietta,has_nickname,mercy
marietta,has_nickname,minnie
marietta,has_nickname,mitzi
marietta,has_nickname,mollie
marietta,has_nickname,molly
marietta,has_nickname,polly
marilyn,has_nickname,mary
marion,has_nickname,mary
marissa,has_nickname,rissa
marjorie,has_nickname,margie
marjorie,has_nickname,margy
marni,has_nickname,marnie
marsha,has_nickname,marcia
marsha,has_nickname,marcie
marsha,has_nickname,mary
martha,has_nickname,marty
martha,has_nickname,mat
martha,has_nickname,mattie
martha,has_nickname,patsy
martha,has_nickname,patty
martin,has_nickname,marty
martina,has_nickname,tina
martine,has_nickname,tine
marv,has_nickname,marvin
marvin,has_nickname,marv
mary,has_nickname,mae
mary,has_nickname,mamie
mary,has_nickname,marie
mary,has_nickname,mitzi
mary,has_nickname,molly
mary,has_nickname,polly
masayuki,has_nickname,masa
mat,has_nickname,mattie
mathew,has_nickname,mat
mathew,has_nickname,matt
mathew,has_nickname,maty
mathilda,has_nickname,patty
mathilda,has_nickname,tillie
matilda,has_nickname,matty
matilda,has_nickname,maud
matilda,has_nickname,tilla
matilda,has_nickname,tilly
matthew,has_nickname,matt
matthew,has_nickname,mattie
matthew,has_nickname,matty
matthew,has_nickname,thias
matthew,has_nickname,thys
matthews,has_nickname,matt
matthews,has_nickname,mattie
matthews,has_nickname,matty
matthias,has_nickname,matt
matthias,has_nickname,thias
matthias,has_nickname,thys
maud,has_nickname,middy
maureen,has_nickname,mary
maurice,has_nickname,morey
mavery,has_nickname,mave
mavine,has_nickname,mave
maximilian,has_nickname,max
maximillian,has_nickname,max
maxine,has_nickname,max
maxwell,has_nickname,max
may,has_nickname,mae
mckenna,has_nickname,ken
mckenna,has_nickname,kenna
mckenna,has_nickname,meaka
medora,has_nickname,dora
megan,has_nickname,meg
meghan,has_nickname,meg
mehitabel,has_nickname,hetty
mehitabel,has_nickname,hitty
mehitabel,has_nickname,mabel
mehitabel,has_nickname,mitty
melanie,has_nickname,mellie
melchizedek,has_nickname,dick
melchizedek,has_nickname,zadock
melinda,has_nickname,linda
melinda,has_nickname,lindy
melinda,has_nickname,lynn
melinda,has_nickname,mel
melinda,has_nickname,mindy
melissa,has_nickname,lisa
melissa,has_nickname,lissa
melissa,has_nickname,mel
melissa,has_nickname,milly
melissa,has_nickname,missy
mellony,has_nickname,mellia
melody,has_nickname,lodi
melvin,has_nickname,mel
melvina,has_nickname,vina
mercedes,has_nickname,merci
mercedes,has_nickname,mercy
mercedes,has_nickname,sadie
merv,has_nickname,mervin
mervin,has_nickname,merv
mervyn,has_nickname,merv
micajah,has_nickname,cage
michael,has_nickname,micah
michael,has_nickname,mick
michael,has_nickname,mickey
michael,has_nickname,micky
michael,has_nickname,mike
michael,has_nickname,mikey
micheal,has_nickname,mike
micheal,has_nickname,mikey
micheal,has_nickname,miky
michelle,has_nickname,chelle
michelle,has_nickname,mickey
michelle,has_nickname,shelley
michelle,has_nickname,shellie
michelle,has_nickname,shelly
michelle,has_nickname,shely
mick,has_nickname,micky
miguel,has_nickname,michael
miguel,has_nickname,miggy
miguel,has_nickname,miguael
miguel,has_nickname,miguaell
miguel,has_nickname,miguail
miguel,has_nickname,miguaill
miguel,has_nickname,miguayl
miguel,has_nickname,miguayll
miguel,has_nickname,miguell
miguel,has_nickname,mike
mike,has_nickname,michael
mike,has_nickname,mick
mike,has_nickname,micky
mildred,has_nickname,milly
millicent,has_nickname,milly
millicent,has_nickname,missy
minerva,has_nickname,minnie
minnie,has_nickname,wilhelmina
miranda,has_nickname,mandy
miranda,has_nickname,mira
miranda,has_nickname,randi
miranda,has_nickname,randy
miriam,has_nickname,mimi
miriam,has_nickname,mitzi
miriam,has_nickname,mitzie
missy,has_nickname,melissa
mitch,has_nickname,mitchell
mitchell,has_nickname,mitch
mitzi,has_nickname,mary
mitzi,has_nickname,mittie
mitzi,has_nickname,mitty
mitzie,has_nickname,mittie
mitzie,has_nickname,mitty
monet,has_nickname,nettie
monica,has_nickname,monna
monica,has_nickname,monnie
monteleon,has_nickname,monte
montesque,has_nickname,monty
montgomery,has_nickname,gum
montgomery,has_nickname,monty
monty,has_nickname,lamont
morris,has_nickname,morey
mortimer,has_nickname,mort
moses,has_nickname,amos
moses,has_nickname,mose
moses,has_nickname,moss
muriel,has_nickname,mur
myrtle,has_nickname,mert
myrtle,has_nickname,myrt
myrtle,has_nickname,myrti
nadine,has_nickname,deedee
nadine,has_nickname,nada
nancy,has_nickname,ann
nancy,has_nickname,nan
nancy,has_nickname,nanny
naomi,has_nickname,omi
napoleon,has_nickname,leon
napoleon,has_nickname,nap
napoleon,has_nickname,nappy
natalie,has_nickname,natty
natalie,has_nickname,nettie
natasha,has_nickname,nat
natasha,has_nickname,tasha
nathan,has_nickname,nat
nathan,has_nickname,nate
nathaniel,has_nickname,nat
nathaniel,has_nickname,nate
nathaniel,has_nickname,nathan
nathaniel,has_nickname,natty
nathaniel,has_nickname,than
nelle,has_nickname,nelly
nelson,has_nickname,nels
newt,has_nickname,newton
newton,has_nickname,newt
nicholas,has_nickname,claas
nicholas,has_nickname,claes
nicholas,has_nickname,nic
nicholas,has_nickname,nick
nicholas,has_nickname,nickie
nicholas,has_nickname,nicky
nicholas,has_nickname,nico
nicholette,has_nickname,cole
nicholette,has_nickname,nichole
nicholette,has_nickname,nickey
nicholette,has_nickname,nicki
nicholette,has_nickname,nicky
nicholette,has_nickname,nicole
nicholette,has_nickname,nikki
nicodemus,has_nickname,nic
nicodemus,has_nickname,nick
nicodemus,has_nickname,nickie
nicodemus,has_nickname,nicky
nicodemus,has_nickname,nico
nicolas,has_nickname,nic
nicolas,has_nickname,nick
nicolas,has_nickname,nickie
nicolas,has_nickname,nicky
nicolas,has_nickname,nico
nicole,has_nickname,cole
nicole,has_nickname,nicki
nicole,has_nickname,nicky
nicole,has_nickname,nikki
nicole,has_nickname,nole
nikolas,has_nickname,claes
nikolas,has_nickname,nic
nikolas,has_nickname,nick
nikolas,has_nickname,nickie
nikolas,has_nickname,nicky
nikolas,has_nickname,nico
nikole,has_nickname,nikki
nora,has_nickname,nonie
norbert,has_nickname,bert
norbert,has_nickname,norby
norbusamte,has_nickname,norbu
norman,has_nickname,norm
nowell,has_nickname,noel
obadiah,has_nickname,diah
obadiah,has_nickname,dyer
obadiah,has_nickname,obed
obadiah,has_nickname,obie
obediah,has_nickname,obie
obedience,has_nickname,beda
obedience,has_nickname,beedy
obedience,has_nickname,biddie
obedience,has_nickname,obed
obie,has_nickname,obediah
octavia,has_nickname,tave
octavia,has_nickname,tavia
odell,has_nickname,odo
olive,has_nickname,livia
olive,has_nickname,nollie
olive,has_nickname,ollie
oliver,has_nickname,ollie
olivia,has_nickname,livia
olivia,has_nickname,nollie
olivia,has_nickname,ollie
ollie,has_nickname,oliver
onicyphorous,has_nickname,cy
onicyphorous,has_nickname,cyphorus
onicyphorous,has_nickname,one
onicyphorous,has_nickname,osaforum
onicyphorous,has_nickname,osaforus
onicyphorous,has_nickname,syphorous
orilla,has_nickname,ora
orilla,has_nickname,rilly
orlando,has_nickname,roland
